Title,Issue_Title,Issue_URL
"Volume 8 Issue 2, June 1993",Software Standards: An Information Requirements Framework,https://journals.sagepub.com/doi/abs/10.1177/026839629300800203
"Volume 8 Issue 2, June 1993",Research Issues in Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629300800204
"Volume 8 Issue 2, June 1993",A Contingency Perspective on Effective Prototyping,https://journals.sagepub.com/doi/abs/10.1177/026839629300800205
"Volume 8 Issue 2, June 1993",Making Database Marketing Work,https://journals.sagepub.com/doi/abs/10.1177/026839629300800206
"Volume 8 Issue 2, June 1993","Doctoral Information Systems Research in Britain: A Report on the Uk Information Systems Doctoral Consortiums, 1991–1993",https://journals.sagepub.com/doi/abs/10.1177/026839629300800207
"Volume 8 Issue 2, June 1993","Association of Computing Machinery Special Interest Group in Computer Personnel Research. Annual Conference, April 1992, Cincinnati OH, USA",https://journals.sagepub.com/doi/abs/10.1177/026839629300800208
"Volume 8 Issue 1, March 1993",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629300800101
"Volume 8 Issue 1, March 1993",Information Technology Transfer in Econometric Forecasting: A Pictorial Approach,https://journals.sagepub.com/doi/abs/10.1177/026839629300800102
"Volume 8 Issue 1, March 1993",The Economic Significance of Infrastructural IT Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629300800103
"Volume 8 Issue 1, March 1993",Information Systems Software Cost Estimating: A Current Assessment,https://journals.sagepub.com/doi/abs/10.1177/026839629300800104
"Volume 8 Issue 1, March 1993",ITs and Structural Change: The Case of Local Area Network Implementation,https://journals.sagepub.com/doi/abs/10.1177/026839629300800105
"Volume 8 Issue 1, March 1993",Management Challenges for Survival in the 1990S,https://journals.sagepub.com/doi/abs/10.1177/026839629300800106
"Volume 8 Issue 1, March 1993",Reaping the Benefits of a Responsive IT Department,https://journals.sagepub.com/doi/abs/10.1177/026839629300800107
"Volume 8 Issue 1, March 1993",New Management Patterns: Key Findings from the Mit90S Research Study,https://journals.sagepub.com/doi/abs/10.1177/026839629300800108
"Volume 7 Issue 4, December 1992",Theme Issue: Information Technology and Marketing,https://journals.sagepub.com/doi/abs/10.1177/026839629200700401
"Volume 7 Issue 4, December 1992",Information Technology as a Service Operation,https://journals.sagepub.com/doi/abs/10.1177/026839629200700402
"Volume 7 Issue 4, December 1992",Customer Service and Information Technology,https://journals.sagepub.com/doi/abs/10.1177/026839629200700403
"Volume 7 Issue 4, December 1992",Internationalization of the Firm and Impacts of Videotex Networks,https://journals.sagepub.com/doi/abs/10.1177/026839629200700404
"Volume 7 Issue 4, December 1992",Computerized Marketing Databases: Their Role Now and in the Future,https://journals.sagepub.com/doi/abs/10.1177/026839629200700405
"Volume 7 Issue 4, December 1992",Users’ Knowledge as a Specific Asset: The Case of the Valued Added Services,https://journals.sagepub.com/doi/abs/10.1177/026839629200700406
"Volume 7 Issue 4, December 1992",Expert Systems in International Marketing,https://journals.sagepub.com/doi/abs/10.1177/026839629200700407
"Volume 7 Issue 4, December 1992",A Vision of the Future? An Innovative Database Micromarketing System,https://journals.sagepub.com/doi/abs/10.1177/026839629200700408
"Volume 7 Issue 4, December 1992",Managing the Local Market: Information Technology Applications in Retailing,https://journals.sagepub.com/doi/abs/10.1177/026839629200700409
"Volume 7 Issue 3, September 1992",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629200700301
"Volume 7 Issue 3, September 1992",Applying Methodologies for Information Systems Development,https://journals.sagepub.com/doi/abs/10.1177/026839629200700302
"Volume 7 Issue 3, September 1992",Methodological Requirements for Information Systems Development,https://journals.sagepub.com/doi/abs/10.1177/026839629200700303
"Volume 7 Issue 3, September 1992",The Diffusion of Digital Technologies in Magazine Print Publishing: Organizational Change and Strategic Choices,https://journals.sagepub.com/doi/abs/10.1177/026839629200700304
"Volume 7 Issue 3, September 1992",MIS Success: Why Does it Vary among Users?,https://journals.sagepub.com/doi/abs/10.1177/026839629200700305
"Volume 7 Issue 3, September 1992",Information Economics: A Practical Approach to Valuing Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629200700306
"Volume 7 Issue 3, September 1992",Use of Executive Information Systems in Measuring Business Performance,https://journals.sagepub.com/doi/abs/10.1177/026839629200700307
"Volume 7 Issue 2, June 1992",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629200700201
"Volume 7 Issue 2, June 1992",The Automation of Accounting Practice,https://journals.sagepub.com/doi/abs/10.1177/026839629200700202
"Volume 7 Issue 2, June 1992",Researching Information Systems: Data Analysis Methodology Using Content and Correspondence Analysis,https://journals.sagepub.com/doi/abs/10.1177/026839629200700203
"Volume 7 Issue 2, June 1992",Issues in the Design and Administration of Distributed Model Management Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629200700204
"Volume 7 Issue 2, June 1992",Re-Engineering Tools Have the Potential to Overcome Systems Maintenance Bottleneck,https://journals.sagepub.com/doi/abs/10.1177/026839629200700205
"Volume 7 Issue 2, June 1992",Putting it in its Place: A Polemic for the Nineties,https://journals.sagepub.com/doi/abs/10.1177/026839629200700206
"Volume 7 Issue 2, June 1992",Evaluating Investments in IT,https://journals.sagepub.com/doi/abs/10.1177/026839629200700207
"Volume 7 Issue 2, June 1992",Book Review: Package evaluation,https://journals.sagepub.com/doi/abs/10.1177/026839629200700208
"Volume 7 Issue 1, March 1992",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629200700101
"Volume 7 Issue 1, March 1992",Competition in the Telecommunications Industry: A New Global Paradigm and its Limits,https://journals.sagepub.com/doi/abs/10.1177/026839629200700102
"Volume 7 Issue 1, March 1992",Scenario Playing for Critical Success Factor Analysis,https://journals.sagepub.com/doi/abs/10.1177/026839629200700103
"Volume 7 Issue 1, March 1992",Computer-based Information Systems for Decentralized Rural Development Administration: A Case Study in India,https://journals.sagepub.com/doi/abs/10.1177/026839629200700104
"Volume 7 Issue 1, March 1992",Towards a Taxonomy of Information Systems: Or Does Anyone Need a Taxi?,https://journals.sagepub.com/doi/abs/10.1177/026839629200700105
"Volume 7 Issue 1, March 1992",Towards Determining the Appropriate Systems Development Environment: The Role of Task Characteristics,https://journals.sagepub.com/doi/abs/10.1177/026839629200700106
"Volume 7 Issue 1, March 1992",Risk Analysis for Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629200700107
"Volume 7 Issue 1, March 1992",Computers in the City – November 1991,https://journals.sagepub.com/doi/abs/10.1177/026839629200700108
"Volume 7 Issue 1, March 1992",Making IT Strategy Succeed: Creating a Strategic Alliance between IT and the Business,https://journals.sagepub.com/doi/abs/10.1177/026839629200700109
"Volume 6 Issue 3-4, September 1991",Editorial,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-401
"Volume 6 Issue 3-4, September 1991",AIT Annual Report 1991,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-402
"Volume 6 Issue 3-4, September 1991",Introduction: Human Resource and Organizational Issues in the 1990s,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-403
"Volume 6 Issue 3-4, September 1991",The Chief Executive Officer and the Chief Information Officer: The Strategic Partnership,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-404
"Volume 6 Issue 3-4, September 1991",A Human Resource Approach to Information Systems Development – the ISU (Information Systems Use) Design Model,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-405
"Volume 6 Issue 3-4, September 1991",A User-Satisfaction Approach to IS Effectiveness Measurement,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-406
"Volume 6 Issue 3-4, September 1991",An Application of Group Decision Support Technology in Collective Bargaining,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-407
"Volume 6 Issue 3-4, September 1991",The Evolution of Interorganizational Systems,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-408
"Volume 6 Issue 3-4, September 1991",IT Directors and it Strategy,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-409
"Volume 6 Issue 3-4, September 1991",Catalyst: A Programme for Change within British Airways,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-410
"Volume 6 Issue 3-4, September 1991",A Critical Look at Expert Systems for Business Information Applications,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-411
"Volume 6 Issue 3-4, September 1991",Strategies for Teaching Information Systems,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-412
"Volume 6 Issue 3-4, September 1991",Using an Information Systems Strategic Model to Give a Strategy for Teaching Information Systems,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-413
"Volume 6 Issue 3-4, September 1991",Creating a Strategic Business-Based IT Policy,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-414
"Volume 6 Issue 3-4, September 1991",Computer Representation of Management Policy,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-415
"Volume 6 Issue 3-4, September 1991",Book Review: Heritage Sites: Strategies for Marketing and Development,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-416
"Volume 6 Issue 3-4, September 1991",Book Review: The Business Value of Computers,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-417
"Volume 6 Issue 3-4, September 1991",Book Review: Up and Running Integrating Information Technology and the Organization,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-418
"Volume 6 Issue 3-4, September 1991",Office Information Systems. Management Issues and Methods,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-419
"Volume 6 Issue 3-4, September 1991",Shaping the Future. Business Design through Information Technology,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-420
"Volume 6 Issue 3-4, September 1991",Software Metrics. A Rigorous Approach,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-421
"Volume 6 Issue 3-4, September 1991",Project Management for Information Systems,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-422
"Volume 6 Issue 3-4, September 1991",Revolution in Real Time,https://journals.sagepub.com/doi/abs/10.1177/0268396291006003-423
"Volume 6 Issue 2, June 1991",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629100600201
"Volume 6 Issue 2, June 1991",Parallels between Object-Oriented Software Development and Total Quality Management,https://journals.sagepub.com/doi/abs/10.1177/026839629100600202
"Volume 6 Issue 2, June 1991",A Survey of Requirements Verification Techniques,https://journals.sagepub.com/doi/abs/10.1177/026839629100600203
"Volume 6 Issue 2, June 1991",Global Information Systems: A Joint Venture between Business and Education,https://journals.sagepub.com/doi/abs/10.1177/026839629100600204
"Volume 6 Issue 2, June 1991",Current Use of Software Tools in the Development of Medical and Health Services Computer Applications – a Survey,https://journals.sagepub.com/doi/abs/10.1177/026839629100600205
"Volume 6 Issue 2, June 1991",Information Systems Strategies in Government: Recent Survey Evidence,https://journals.sagepub.com/doi/abs/10.1177/026839629100600206
"Volume 6 Issue 2, June 1991",Case Study: Implementing New Systems at Penguin Books,https://journals.sagepub.com/doi/abs/10.1177/026839629100600207
"Volume 6 Issue 2, June 1991",Case ‘90,https://journals.sagepub.com/doi/abs/10.1177/026839629100600208
"Volume 6 Issue 2, June 1991",Book Review: The Market and Beyond: Cooperation and Competition in Information Technology in the Japanese System,https://journals.sagepub.com/doi/abs/10.1177/026839629100600209
"Volume 6 Issue 2, June 1991",Book Review: Audit of Information Processing,https://journals.sagepub.com/doi/abs/10.1177/026839629100600210
"Volume 6 Issue 2, June 1991",Computer Systems Development,https://journals.sagepub.com/doi/abs/10.1177/026839629100600211
"Volume 6 Issue 2, June 1991",Managing Information,https://journals.sagepub.com/doi/abs/10.1177/026839629100600212
"Volume 6 Issue 2, June 1991",Women in Computing,https://journals.sagepub.com/doi/abs/10.1177/026839629100600213
"Volume 6 Issue 2, June 1991",New Technology,https://journals.sagepub.com/doi/abs/10.1177/026839629100600214
"Volume 6 Issue 2, June 1991",Theory and Practice of Relational Databases,https://journals.sagepub.com/doi/abs/10.1177/026839629100600215
"Volume 6 Issue 1, March 1991",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629100600101
"Volume 6 Issue 1, March 1991",Software for Concise and Informative Project Management,https://journals.sagepub.com/doi/abs/10.1177/026839629100600102
"Volume 6 Issue 1, March 1991",Deriving Semantic Data Models from Structured Process Descriptions of Reality,https://journals.sagepub.com/doi/abs/10.1177/026839629100600103
"Volume 6 Issue 1, March 1991",Information Requirements Prototyping for Decision Support Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629100600104
"Volume 6 Issue 1, March 1991",Experiments with Expert Systems in Management Education,https://journals.sagepub.com/doi/abs/10.1177/026839629100600105
"Volume 6 Issue 1, March 1991",Overcoming the Barriers to the Implementation of Information System Strategies,https://journals.sagepub.com/doi/abs/10.1177/026839629100600106
"Volume 6 Issue 1, March 1991",Developing a Management Culture in Which Information Technology will Flourish: How the UK Can Benefit,https://journals.sagepub.com/doi/abs/10.1177/026839629100600107
"Volume 6 Issue 1, March 1991",Transforming Organizations through Information Management,https://journals.sagepub.com/doi/abs/10.1177/026839629100600108
"Volume 6 Issue 1, March 1991",Book Review: Strategic Planning for Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629100600109
"Volume 5 Issue 4, December 1990",This issue,https://journals.sagepub.com/doi/abs/10.1177/026839629000500401
"Volume 5 Issue 4, December 1990",Theme Issue: Introduction,https://journals.sagepub.com/doi/abs/10.1177/026839629000500402
"Volume 5 Issue 4, December 1990",Managing is Benefits for the 1990s,https://journals.sagepub.com/doi/abs/10.1177/026839629000500403
"Volume 5 Issue 4, December 1990",Evaluation of Information Systems: Is Development in the Processing Company,https://journals.sagepub.com/doi/abs/10.1177/026839629000500404
"Volume 5 Issue 4, December 1990",Beyond Strategy — Benefits Identification and Management of Specific IT Investments,https://journals.sagepub.com/doi/abs/10.1177/026839629000500405
"Volume 5 Issue 4, December 1990",Evaluating IT Investments — Matching Techniques to Projects,https://journals.sagepub.com/doi/abs/10.1177/026839629000500406
"Volume 5 Issue 4, December 1990",A Portfolio Approach to Evaluating Information Systems Investments and Setting Priorities,https://journals.sagepub.com/doi/abs/10.1177/026839629000500407
"Volume 5 Issue 4, December 1990",‘Hybrids’ - A Critical Force in the Application of Information Technology in the Nineties,https://journals.sagepub.com/doi/abs/10.1177/026839629000500408
"Volume 5 Issue 4, December 1990",People and Technology: How to Make Your IT Investment Work for You,https://journals.sagepub.com/doi/abs/10.1177/026839629000500409
"Volume 5 Issue 4, December 1990",Book Review: Maintaining Information Systems in Organizations,https://journals.sagepub.com/doi/abs/10.1177/026839629000500410
"Volume 5 Issue 4, December 1990",Author Index to Volume 5,https://journals.sagepub.com/doi/abs/10.1177/026839629000500411
"Volume 5 Issue 3, September 1990",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629000500301
"Volume 5 Issue 3, September 1990",The Case Study: A Useful Research Method for Information Management,https://journals.sagepub.com/doi/abs/10.1177/026839629000500302
"Volume 5 Issue 3, September 1990",Information Systems Forensics,https://journals.sagepub.com/doi/abs/10.1177/026839629000500303
"Volume 5 Issue 3, September 1990",Soft Information Systems,https://journals.sagepub.com/doi/abs/10.1177/026839629000500304
"Volume 5 Issue 3, September 1990",Themes and Issues in An Information Polity,https://journals.sagepub.com/doi/abs/10.1177/026839629000500305
"Volume 5 Issue 3, September 1990",Teaching Information Systems to the Visually Handicapped — A Case History,https://journals.sagepub.com/doi/abs/10.1177/026839629000500306
"Volume 5 Issue 3, September 1990",Systems Thinking about Information Systems and Strategies,https://journals.sagepub.com/doi/abs/10.1177/026839629000500307
"Volume 5 Issue 3, September 1990",Creating a Business-Oriented IT Department,https://journals.sagepub.com/doi/abs/10.1177/026839629000500308
"Volume 5 Issue 3, September 1990",Book Review,https://journals.sagepub.com/doi/abs/10.1177/026839629000500309
"Volume 5 Issue 3, September 1990",Book Review: Audit Commission Management Papers Number 7. Preparing an Information Technology Strategy: Making IT Happen,https://journals.sagepub.com/doi/abs/10.1177/026839629000500310
"Volume 5 Issue 3, September 1990",Book Review: Beating the System,https://journals.sagepub.com/doi/abs/10.1177/026839629000500311
"Volume 5 Issue 2, June 1990",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629000500201
"Volume 5 Issue 2, June 1990","Local Area Network Operations: A Security, Control and Audit Perspective",https://journals.sagepub.com/doi/abs/10.1177/026839629000500202
"Volume 5 Issue 2, June 1990",Information Systems Successes and Failures: Research Findings from the Compounding Industry,https://journals.sagepub.com/doi/abs/10.1177/026839629000500203
"Volume 5 Issue 2, June 1990",Organizational Principles of Systems Decentralization,https://journals.sagepub.com/doi/abs/10.1177/026839629000500204
"Volume 5 Issue 2, June 1990",The Design of a Knowledge Communication Shell,https://journals.sagepub.com/doi/abs/10.1177/026839629000500205
"Volume 5 Issue 2, June 1990",A Process Model for Software Maintenance,https://journals.sagepub.com/doi/abs/10.1177/026839629000500206
"Volume 5 Issue 2, June 1990",Challenge of the 90S: Harmonizing Business and Technology for Commercial Advantage,https://journals.sagepub.com/doi/abs/10.1177/026839629000500207
"Volume 5 Issue 2, June 1990",IT and the New Manager: Designing An IT Education Programme for Executives,https://journals.sagepub.com/doi/abs/10.1177/026839629000500208
"Volume 5 Issue 2, June 1990",Book Review: Innovation in Technology and Organization,https://journals.sagepub.com/doi/abs/10.1177/026839629000500209
"Volume 5 Issue 2, June 1990",Book Review: The Industrialization of Intelligence: Mind and Machine in the Modern Age,https://journals.sagepub.com/doi/abs/10.1177/026839629000500210
"Volume 5 Issue 2, June 1990",Book Review: Regaining control of IT investments - a handbook for senior UK management,https://journals.sagepub.com/doi/abs/10.1177/026839629000500211
"Volume 5 Issue 2, June 1990",Computing Technologies New Directions and New Applications,https://journals.sagepub.com/doi/abs/10.1177/026839629000500212
"Volume 5 Issue 2, June 1990",Understanding Data Communications,https://journals.sagepub.com/doi/abs/10.1177/026839629000500213
"Volume 5 Issue 2, June 1990",Distributed Group Communication the AMIGO International Model,https://journals.sagepub.com/doi/abs/10.1177/026839629000500214
"Volume 5 Issue 2, June 1990",Optical Storage for Computers: Technology and Applications,https://journals.sagepub.com/doi/abs/10.1177/026839629000500215
"Volume 5 Issue 1, March 1990",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839629000500101
"Volume 5 Issue 1, March 1990",Policy for the Journal of Information Technology,https://journals.sagepub.com/doi/abs/10.1177/026839629000500102
"Volume 5 Issue 1, March 1990",Achieving Flexible Information Systems: The Case for Improved Analysis,https://journals.sagepub.com/doi/abs/10.1177/026839629000500103
"Volume 5 Issue 1, March 1990",Software Sizing and Costing Models: A Survey of Empirical Validation and Comparison Studies,https://journals.sagepub.com/doi/abs/10.1177/026839629000500104
"Volume 5 Issue 1, March 1990",The odd couple: Formal Notations and the development of information systems,https://journals.sagepub.com/doi/abs/10.1177/026839629000500105
"Volume 5 Issue 1, March 1990",Selfconscious or Unselfconscious Software Design?,https://journals.sagepub.com/doi/abs/10.1177/026839629000500106
"Volume 5 Issue 1, March 1990",Software Product Design: An Organizing Concept for Software Engineering Education,https://journals.sagepub.com/doi/abs/10.1177/026839629000500107
"Volume 5 Issue 1, March 1990",Excellence and the IT Factor: Information Technology inside Excellent Companies in Britain,https://journals.sagepub.com/doi/abs/10.1177/026839629000500108
"Volume 5 Issue 1, March 1990","Computer Weekly Management Programme in Association with Business Intelligence, November 28, 1989, London",https://journals.sagepub.com/doi/abs/10.1177/026839629000500109
"Volume 5 Issue 1, March 1990","Software Engineering Institute, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA, October 17–19, 1989",https://journals.sagepub.com/doi/abs/10.1177/026839629000500110
"Volume 5 Issue 1, March 1990",Book Review: The Formulation and Implementation of Strategic Information Systems — Case Studies,https://journals.sagepub.com/doi/abs/10.1177/026839629000500111
"Volume 5 Issue 1, March 1990","Book Review: Information Technology - the Catalyst for Change, CBI 1990",https://journals.sagepub.com/doi/abs/10.1177/026839629000500112
"Volume 5 Issue 1, March 1990",Book Review: Information Economics: Linking Business Performance to Information Technology,https://journals.sagepub.com/doi/abs/10.1177/026839629000500113
"Volume 4 Issue 4, December 1989",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839628900400401
"Volume 4 Issue 4, December 1989",Information Technology Management into the 1990s: A Position Paper,https://journals.sagepub.com/doi/abs/10.1177/026839628900400402
"Volume 4 Issue 4, December 1989",CASE Requirements for Data-Centred Business Applications,https://journals.sagepub.com/doi/abs/10.1177/026839628900400403
"Volume 4 Issue 4, December 1989",Object-Oriented Application on Data Modelling and Knowledge Representation: A System Integration Approach,https://journals.sagepub.com/doi/abs/10.1177/026839628900400404
"Volume 4 Issue 4, December 1989",Information Systems Planning and Alignment: A Progress Assessment,https://journals.sagepub.com/doi/abs/10.1177/026839628900400405
"Volume 4 Issue 4, December 1989",Internal Auditors and the Prevention and Detection of Computer Fraud,https://journals.sagepub.com/doi/abs/10.1177/026839628900400406
"Volume 4 Issue 4, December 1989","Conference report — Measuring the Value of IT Investments (25th October 1989, Cavendish Conference Centre, London)",https://journals.sagepub.com/doi/abs/10.1177/026839628900400407
"Volume 4 Issue 4, December 1989","Book Review: Information Storage and Retrieval Systems: Origin, Development and Applications",https://journals.sagepub.com/doi/abs/10.1177/026839628900400408
"Volume 4 Issue 4, December 1989",Book Review: XSEL's Progress: The Continuing Journey of an Expert System,https://journals.sagepub.com/doi/abs/10.1177/026839628900400409
"Volume 4 Issue 3, September 1989",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839628900400301
"Volume 4 Issue 3, September 1989",An Overview of Intelligent Decision Systems,https://journals.sagepub.com/doi/abs/10.1177/026839628900400302
"Volume 4 Issue 3, September 1989",Information Management: A New Dimension,https://journals.sagepub.com/doi/abs/10.1177/026839628900400303
"Volume 4 Issue 3, September 1989",Impact of Knowledge Based Information Systems on Organisations,https://journals.sagepub.com/doi/abs/10.1177/026839628900400304
"Volume 4 Issue 3, September 1989",An Empirical Analysis of Spreadsheet Usage: A solution storing up problems?,https://journals.sagepub.com/doi/abs/10.1177/026839628900400305
"Volume 4 Issue 3, September 1989",CASE ‘89 - A Report by Anne Leeming,https://journals.sagepub.com/doi/abs/10.1177/026839628900400306
"Volume 4 Issue 3, September 1989",Book Review: Computers and Informatics in Developing Countries,https://journals.sagepub.com/doi/abs/10.1177/026839628900400307
"Volume 4 Issue 3, September 1989",Book Review: Information 2000 - Insights into the Coming Decades in Information Technology,https://journals.sagepub.com/doi/abs/10.1177/026839628900400308
"Volume 4 Issue 3, September 1989","Increase Profits with Strategic Information Systems, by D.S.J. Remenyi, NCC Publications 1988, ISBN 0850127246. 147 pp.",https://journals.sagepub.com/doi/abs/10.1177/026839628900400310
"Volume 4 Issue 3, September 1989","Commonsense Computer Security by Martin R. Smith. Mcgraw Hill, London 1989. ISBN 007707162. £18.95. 227 pp.",https://journals.sagepub.com/doi/abs/10.1177/026839628900400311
"Volume 4 Issue 3, September 1989","Intelligent Robotics by Mark H. Lee. Open University Press, Milton Keynes. 1989. ISBN 0335154204. £16.00. 210 pp.",https://journals.sagepub.com/doi/abs/10.1177/026839628900400312
"Volume 4 Issue 3, September 1989","The Good Software Guide edited by Richard Jones, (Absolute Research) 1989 ISBN/87/848016",https://journals.sagepub.com/doi/abs/10.1177/026839628900400309
"Volume 4 Issue 3, September 1989","Taming Your Company Computer by Colin Corder. McGraw-Hill, London. ISBN 0077071670. £13.95. 253 pp.",https://journals.sagepub.com/doi/abs/10.1177/026839628900400314
"Volume 4 Issue 3, September 1989","Communications and Networks: A handbook for the first time user by Phil Croucher. Sigma Press, Wilmslow, 1989. ISBN 1-85058-136-3 £12.95. 180 pp paperback",https://journals.sagepub.com/doi/abs/10.1177/026839628900400315
"Volume 4 Issue 3, September 1989","Managing the Software Process by Watts S. Humphrey. Addison-Wesley, Wokingham. ISBN 0201180952.494 pp.",https://journals.sagepub.com/doi/abs/10.1177/026839628900400313
"Volume 4 Issue 3, September 1989",The On-Line Consultant,https://journals.sagepub.com/doi/abs/10.1177/026839628900400316
"Volume 4 Issue 2, June 1989",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839628900400201
"Volume 4 Issue 2, June 1989",The Systems Implications of Fourth Generation Languages,https://journals.sagepub.com/doi/abs/10.1177/026839628900400202
"Volume 4 Issue 2, June 1989",Effective Systems: Overcoming the Obstacles,https://journals.sagepub.com/doi/abs/10.1177/026839628900400203
"Volume 4 Issue 2, June 1989",IT Systems Implementation: Research Findings from the Public Sector,https://journals.sagepub.com/doi/abs/10.1177/026839628900400204
"Volume 4 Issue 2, June 1989",Information Technology and Company Policy: Financial Transactions — the International Stock Exchange,https://journals.sagepub.com/doi/abs/10.1177/026839628900400205
"Volume 4 Issue 2, June 1989",Why Neural Computing?,https://journals.sagepub.com/doi/abs/10.1177/026839628900400206
"Volume 4 Issue 2, June 1989",Women into Computing: First National Conference,https://journals.sagepub.com/doi/abs/10.1177/026839628900400207
"Volume 4 Issue 2, June 1989",Book Review,https://journals.sagepub.com/doi/abs/10.1177/026839628900400208
"Volume 4 Issue 1, March 1989",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839628900400101
"Volume 4 Issue 1, March 1989",A Systematic Approach to Industrial Technology Transfer: A Conceptual Framework and a Proposed Methodology,https://journals.sagepub.com/doi/abs/10.1177/026839628900400102
"Volume 4 Issue 1, March 1989",The Business Benefits of PC Office Systems and End-user Computing at Glaxo Pharmaceuticals 1984–88,https://journals.sagepub.com/doi/abs/10.1177/026839628900400103
"Volume 4 Issue 1, March 1989",A Software Engineering Perspective,https://journals.sagepub.com/doi/abs/10.1177/026839628900400104
"Volume 4 Issue 1, March 1989","Integral, Implicitly Intelligent Systems",https://journals.sagepub.com/doi/abs/10.1177/026839628900400105
"Volume 4 Issue 1, March 1989",Managing Data in a Complex Systems Environment,https://journals.sagepub.com/doi/abs/10.1177/026839628900400106
"Volume 4 Issue 1, March 1989",Primitives for an Information Economy,https://journals.sagepub.com/doi/abs/10.1177/026839628900400107
"Volume 3 Issue 4, December 1988",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839628800300401
"Volume 3 Issue 4, December 1988",Desk Top Publishing Meeting,https://journals.sagepub.com/doi/abs/10.1177/026839628800300402
"Volume 3 Issue 4, December 1988",Desk-Top Publishing: Current Approaches and Future Trends,https://journals.sagepub.com/doi/abs/10.1177/026839628800300403
"Volume 3 Issue 4, December 1988",The Importance of Organizational Considerations for the Implementation of Information Technology,https://journals.sagepub.com/doi/abs/10.1177/026839628800300404
"Volume 3 Issue 4, December 1988",The Role of Management Accountants in Information Strategy,https://journals.sagepub.com/doi/abs/10.1177/026839628800300405
"Volume 3 Issue 4, December 1988",Information Technology and Company Policy: 4. Banking,https://journals.sagepub.com/doi/abs/10.1177/026839628800300406
"Volume 3 Issue 4, December 1988",What Good are Neural Nets?,https://journals.sagepub.com/doi/abs/10.1177/026839628800300407
"Volume 3 Issue 3, September 1988",Editorial,https://journals.sagepub.com/doi/abs/10.1177/026839628800300301
"Volume 3 Issue 3, September 1988",Appropriate Technology for Humans and Organizations,https://journals.sagepub.com/doi/abs/10.1177/026839628800300302
"Volume 3 Issue 3, September 1988",Practical and Theoretical Aspects of Human Computer Interaction,https://journals.sagepub.com/doi/abs/10.1177/026839628800300303
"Volume 3 Issue 3, September 1988",Instructible ICAI,https://journals.sagepub.com/doi/abs/10.1177/026839628800300304
"Volume 3 Issue 3, September 1988",Information Planning for Strategic Advantage,https://journals.sagepub.com/doi/abs/10.1177/026839628800300305
"Volume 3 Issue 3, September 1988",Evaluating your Computer Investment Strategy,https://journals.sagepub.com/doi/abs/10.1177/026839628800300306
"Volume 3 Issue 3, September 1988",Information Technology and Company Policy: 3. the Holiday and Travel Industry,https://journals.sagepub.com/doi/abs/10.1177/026839628800300307
"Volume 3 Issue 3, September 1988",An Introduction to Integrated Project Support Environments,https://journals.sagepub.com/doi/abs/10.1177/026839628800300308
