,,URL,
"Volume 12, Issue 5",Pages 223-279 (May 1987),https://www.sciencedirect.com/science/article/pii/0378720687900085,Subject index to volume 12
"Volume 12, Issue 5",Pages 223-279 (May 1987),https://www.sciencedirect.com/science/article/pii/0378720687900097,Author index to volume 12
"Volume 12, Issue 4",Pages 163-222 (April 1987),https://www.sciencedirect.com/science/article/pii/0378720687900395,Microcomputer based multiple criteria decision support system for strategic planning
"Volume 12, Issue 4",Pages 163-222 (April 1987),https://www.sciencedirect.com/science/article/pii/0378720687900401,Validating and applying user satisfaction as a measure of MIS success in small organizations
"Volume 12, Issue 4",Pages 163-222 (April 1987),https://www.sciencedirect.com/science/article/pii/0378720687900413,User interface design for decision support systems: A self-adaptive approach
"Volume 12, Issue 4",Pages 163-222 (April 1987),https://www.sciencedirect.com/science/article/pii/0378720687900425,Instructional technology: A key to successful information systems
"Volume 12, Issue 4",Pages 163-222 (April 1987),https://www.sciencedirect.com/science/article/pii/0378720687900437,Treasury management information systems and the contribution of information technology
"Volume 12, Issue 4",Pages 163-222 (April 1987),https://www.sciencedirect.com/science/article/pii/0378720687900449,Calendar
"Volume 12, Issue 3",Pages 107-162 (March 1987),https://www.sciencedirect.com/science/article/pii/0378720687900735,Computer-family selection methodology for organizational information systems
"Volume 12, Issue 3",Pages 107-162 (March 1987),https://www.sciencedirect.com/science/article/pii/0378720687900747,Models for computer system evaluation and selection
"Volume 12, Issue 3",Pages 107-162 (March 1987),https://www.sciencedirect.com/science/article/pii/0378720687900759,On building expert systems for strategic planners: A knowledge engineer's experience
"Volume 12, Issue 3",Pages 107-162 (March 1987),https://www.sciencedirect.com/science/article/pii/0378720687900760,An empirical evaluation of process alternatives for developing strategic information
"Volume 12, Issue 3",Pages 107-162 (March 1987),https://www.sciencedirect.com/science/article/pii/0378720687900772,Office systems: Methods and tools
"Volume 12, Issue 3",Pages 107-162 (March 1987),https://www.sciencedirect.com/science/article/pii/0378720687900784,Calendar
"Volume 12, Issue 2",Pages 59-106 (February 1987),https://www.sciencedirect.com/science/article/pii/0378720687900607,Management support systems for multinational business
"Volume 12, Issue 2",Pages 59-106 (February 1987),https://www.sciencedirect.com/science/article/pii/0378720687900619,COD — A dynamic data flow analysis system for Cobol
"Volume 12, Issue 2",Pages 59-106 (February 1987),https://www.sciencedirect.com/science/article/pii/0378720687900620,The quality of user documentation
"Volume 12, Issue 2",Pages 59-106 (February 1987),https://www.sciencedirect.com/science/article/pii/0378720687900632,The evaluation of DSS groups
"Volume 12, Issue 2",Pages 59-106 (February 1987),https://www.sciencedirect.com/science/article/pii/0378720687900644,ACM SIGUCCS user services conference XIV
"Volume 12, Issue 2",Pages 59-106 (February 1987),https://www.sciencedirect.com/science/article/pii/0378720687900656,Calendar
"Volume 12, Issue 1",Pages 1-58 (January 1987),https://www.sciencedirect.com/science/article/pii/0378720687900668,Editorial Board
"Volume 12, Issue 1",Pages 1-58 (January 1987),https://www.sciencedirect.com/science/article/pii/037872068790067X,Strategies for managing user developed systems
"Volume 12, Issue 1",Pages 1-58 (January 1987),https://www.sciencedirect.com/science/article/pii/0378720687900681,Two views of information modeling
"Volume 12, Issue 1",Pages 1-58 (January 1987),https://www.sciencedirect.com/science/article/pii/0378720687900693,Top management perspectives on decision support systems
"Volume 12, Issue 1",Pages 1-58 (January 1987),https://www.sciencedirect.com/science/article/pii/037872068790070X,A large-scale goal programming model-based decision support for formulating global financing strategy
"Volume 12, Issue 1",Pages 1-58 (January 1987),https://www.sciencedirect.com/science/article/pii/0378720687900711,Seventh international conference on information systems
"Volume 12, Issue 1",Pages 1-58 (January 1987),https://www.sciencedirect.com/science/article/pii/0378720687900723,Calendar
"Volume 11, Issue 5",Pages 211-261 (December 1986),https://www.sciencedirect.com/science/article/pii/0378720686900418,Strategy of information management (?)
"Volume 11, Issue 5",Pages 211-261 (December 1986),https://www.sciencedirect.com/science/article/pii/037872068690042X,One view of the future of industrial control
"Volume 11, Issue 5",Pages 211-261 (December 1986),https://www.sciencedirect.com/science/article/pii/0378720686900431,"Every manager is an information systems manager now, or, managing user-controlled information systems"
"Volume 11, Issue 5",Pages 211-261 (December 1986),https://www.sciencedirect.com/science/article/pii/0378720686900443,Information - organization - decision: Some strange loops
"Volume 11, Issue 5",Pages 211-261 (December 1986),https://www.sciencedirect.com/science/article/pii/0378720686900455,BCS human-computer interaction conference
"Volume 11, Issue 5",Pages 211-261 (December 1986),https://www.sciencedirect.com/science/article/pii/0378720686900467,Calendar
"Volume 11, Issue 5",Pages 211-261 (December 1986),https://www.sciencedirect.com/science/article/pii/0378720686900479,Subject index to volume 11
"Volume 11, Issue 5",Pages 211-261 (December 1986),https://www.sciencedirect.com/science/article/pii/0378720686900480,Author index to volume 11
"Volume 11, Issue 4",Pages 163-210 (November 1986),https://www.sciencedirect.com/science/article/pii/0378720686900017,Establishing user-centered criteria for information systems: A software ergonomics perspective
"Volume 11, Issue 4",Pages 163-210 (November 1986),https://www.sciencedirect.com/science/article/pii/0378720686900029,Job roles of systems analysts in the “profit” vs the “not for profit” sectors
"Volume 11, Issue 4",Pages 163-210 (November 1986),https://www.sciencedirect.com/science/article/pii/0378720686900030,Information resource management in Singapore: The state of the art
"Volume 11, Issue 4",Pages 163-210 (November 1986),https://www.sciencedirect.com/science/article/pii/0378720686900042,Implementation and structural variables
"Volume 11, Issue 4",Pages 163-210 (November 1986),https://www.sciencedirect.com/science/article/pii/0378720686900054,Strategic uses of information technology
"Volume 11, Issue 4",Pages 163-210 (November 1986),https://www.sciencedirect.com/science/article/pii/0378720686900066,Office automation
"Volume 11, Issue 4",Pages 163-210 (November 1986),https://www.sciencedirect.com/science/article/pii/0378720686900078,Calendar
"Volume 11, Issue 3",Pages 109-161 (October 1986),https://www.sciencedirect.com/science/article/pii/037872068690008X,TOAM: A transportable office analysis methodology for the design of synthetic data base systems
"Volume 11, Issue 3",Pages 109-161 (October 1986),https://www.sciencedirect.com/science/article/pii/0378720686900091,"DSS, information systems and management games"
"Volume 11, Issue 3",Pages 109-161 (October 1986),https://www.sciencedirect.com/science/article/pii/0378720686900108,Information systems for sustainable competitive advantage
"Volume 11, Issue 3",Pages 109-161 (October 1986),https://www.sciencedirect.com/science/article/pii/037872068690011X,"SSA should limit ADP procurements until further testing is performed: United States general accounting office — Report to the chairman, committee on government operations, house of representatives"
"Volume 11, Issue 3",Pages 109-161 (October 1986),https://www.sciencedirect.com/science/article/pii/0378720686900121,Information systems assessment
"Volume 11, Issue 3",Pages 109-161 (October 1986),https://www.sciencedirect.com/science/article/pii/0378720686900133,Software engineering 86
"Volume 11, Issue 3",Pages 109-161 (October 1986),https://www.sciencedirect.com/science/article/pii/0378720686900145,Third international workshop on statistical and scientific database management
"Volume 11, Issue 3",Pages 109-161 (October 1986),https://www.sciencedirect.com/science/article/pii/0378720686900157,Calendar
"Volume 11, Issue 2",Pages 57-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900352,Design and implementation of a decision support system for academic scheduling
"Volume 11, Issue 2",Pages 57-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900364,Obstacle coping during systems implementation
"Volume 11, Issue 2",Pages 57-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900376,Effect of computer characteristics on price in the U.S. computer industry
"Volume 11, Issue 2",Pages 57-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900388,An exploratory contingency model of user participation and MIS use
"Volume 11, Issue 2",Pages 57-108 (1986),https://www.sciencedirect.com/science/article/pii/037872068690039X,IFIP TC8 Helsinki conference on office systems
"Volume 11, Issue 2",Pages 57-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900406,Calendar
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900686,Editorial Board
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900698,Tenth anniversary editorial
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900704,Electronic banking and telecommunications
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900716,Integrating systems into the organization
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900728,The use of financial modelling in strategic planning
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/037872068690073X,Do computer systems really pay-off?
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900741,Decision support systems: A decade in perspective
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900753,Information systems design methodologies
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900765,IFIP WG8.1 conference in the CRIS series: Computerized assistance during the systems life cycle
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900777,IBSCUG 1987 annual North American conference
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900789,Theoretical approaches to the study of new information technologies in organizations
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900790,Special issue of operations research on decision support systems
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900807,Erratum
"Volume 11, Issue 1",Pages 1-56 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900819,Calendar
"Volume 10, Issue 5",Pages 245-309 (May 1986),https://www.sciencedirect.com/science/article/pii/0378720686900273,Issues in information systems planning
"Volume 10, Issue 5",Pages 245-309 (May 1986),https://www.sciencedirect.com/science/article/pii/0378720686900285,On program development effort and productivity
"Volume 10, Issue 5",Pages 245-309 (May 1986),https://www.sciencedirect.com/science/article/pii/0378720686900297,A survey of information technology in the U.K. service sector
"Volume 10, Issue 5",Pages 245-309 (May 1986),https://www.sciencedirect.com/science/article/pii/0378720686900303,Insights on the implementation of a computer-based message system
"Volume 10, Issue 5",Pages 245-309 (May 1986),https://www.sciencedirect.com/science/article/pii/0378720686900315,CHI'86 — Human factors in computing systems
"Volume 10, Issue 5",Pages 245-309 (May 1986),https://www.sciencedirect.com/science/article/pii/0378720686900327,Calendar
"Volume 10, Issue 5",Pages 245-309 (May 1986),https://www.sciencedirect.com/science/article/pii/0378720686900339,Subject index to volume 10
"Volume 10, Issue 5",Pages 245-309 (May 1986),https://www.sciencedirect.com/science/article/pii/0378720686900340,Author index to volume 10
"Volume 10, Issue 4",Pages 187-243 (April 1986),https://www.sciencedirect.com/science/article/pii/0378720686900820,The success of DP charge-back systems from a user's perception
"Volume 10, Issue 4",Pages 187-243 (April 1986),https://www.sciencedirect.com/science/article/pii/0378720686900832,An assessment of alternative application development approaches
"Volume 10, Issue 4",Pages 187-243 (April 1986),https://www.sciencedirect.com/science/article/pii/0378720686900844,Applying a pilot system and prototyping approach to systems development and implementation
"Volume 10, Issue 4",Pages 187-243 (April 1986),https://www.sciencedirect.com/science/article/pii/0378720686900856,Tax administration — Information on IRS' Philadelphia service center
"Volume 10, Issue 4",Pages 187-243 (April 1986),https://www.sciencedirect.com/science/article/pii/0378720686900868,Fifth annual office systems research conference
"Volume 10, Issue 4",Pages 187-243 (April 1986),https://www.sciencedirect.com/science/article/pii/037872068690087X,Calendar
"Volume 10, Issue 3",Pages 133-186 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900224,Mainframe and microcomputer-based business graphics: What satisfies users?
"Volume 10, Issue 3",Pages 133-186 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900236,Acceptance of management science recommendations: The role of cognitive styles and dogmatism
"Volume 10, Issue 3",Pages 133-186 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900248,A conceptual architecture for DSS generators
"Volume 10, Issue 3",Pages 133-186 (1986),https://www.sciencedirect.com/science/article/pii/037872068690025X,Don't hang up: Organizational diffusion of the intelligent telephone
"Volume 10, Issue 3",Pages 133-186 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900261,Calendar
"Volume 10, Issue 2",Pages 75-132 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900492,Office automation benefits: A framework
"Volume 10, Issue 2",Pages 75-132 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900509,Determinants of the effectiveness of personal decision support systems
"Volume 10, Issue 2",Pages 75-132 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900510,The development of a disaster management support system through prototyping
"Volume 10, Issue 2",Pages 75-132 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900522,Information system FOLKLORE: A new technique for system documentation
"Volume 10, Issue 2",Pages 75-132 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900534,19th annual Hawaii international conference on system sciences
"Volume 10, Issue 2",Pages 75-132 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900546,Calendar
"Volume 10, Issue 1",Pages 1-74 (January 1986),https://www.sciencedirect.com/science/article/pii/0378720686900558,Editorial Board
"Volume 10, Issue 1",Pages 1-74 (January 1986),https://www.sciencedirect.com/science/article/pii/037872068690056X,Networking and information management: Its use by the project planning function
"Volume 10, Issue 1",Pages 1-74 (January 1986),https://www.sciencedirect.com/science/article/pii/0378720686900571,The feature chart: A tool for communicating the analysis for a decision support system
"Volume 10, Issue 1",Pages 1-74 (January 1986),https://www.sciencedirect.com/science/article/pii/0378720686900583,Role of data dictionaries in information resource management
"Volume 10, Issue 1",Pages 1-74 (January 1986),https://www.sciencedirect.com/science/article/pii/0378720686900595,A critical view of factors affecting successful application of normative and socio-technical systems development approaches
"Volume 10, Issue 1",Pages 1-74 (January 1986),https://www.sciencedirect.com/science/article/pii/0378720686900601,Sixth international conference on information systems
"Volume 10, Issue 1",Pages 1-74 (January 1986),https://www.sciencedirect.com/science/article/pii/0378720686900613,Calendar
Index 1 to Volumes 1–10,Pages 1-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900169,International board of editors
Index 1 to Volumes 1–10,Pages 1-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900170,Subject index vols. 1–10
Index 1 to Volumes 1–10,Pages 1-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900182,Author index vols. 1–10
Index 1 to Volumes 1–10,Pages 1-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900194,Subject index vols. 1–4
Index 1 to Volumes 1–10,Pages 1-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900200,Author index vols. 1–4
Index 1 to Volumes 1–10,Pages 1-108 (1986),https://www.sciencedirect.com/science/article/pii/0378720686900212,Information for authors
"Volume 9, Issue 5",Pages 253-309 (December 1985),https://www.sciencedirect.com/science/article/pii/0378720685900497,Personal computing vs. personal computers
"Volume 9, Issue 5",Pages 253-309 (December 1985),https://www.sciencedirect.com/science/article/pii/0378720685900503,"Change, attitude to change, and decision support system success"
"Volume 9, Issue 5",Pages 253-309 (December 1985),https://www.sciencedirect.com/science/article/pii/0378720685900515,Distributed computer system design: An interactive procedure
"Volume 9, Issue 5",Pages 253-309 (December 1985),https://www.sciencedirect.com/science/article/pii/0378720685900527,Social security administration's progress in modernizing its computer operations
"Volume 9, Issue 5",Pages 253-309 (December 1985),https://www.sciencedirect.com/science/article/pii/0378720685900539,ACM-SIGUCCS XIII user services conference
"Volume 9, Issue 5",Pages 253-309 (December 1985),https://www.sciencedirect.com/science/article/pii/0378720685900540,Calendar
"Volume 9, Issue 5",Pages 253-309 (December 1985),https://www.sciencedirect.com/science/article/pii/0378720685900552,Subject index to volume 9
"Volume 9, Issue 5",Pages 253-309 (December 1985),https://www.sciencedirect.com/science/article/pii/0378720685900564,Author index to volume 9
"Volume 9, Issue 4",Pages 201-251 (November 1985),https://www.sciencedirect.com/science/article/pii/0378720685900576,Managerial considerations in participative design of MIS/DSS
"Volume 9, Issue 4",Pages 201-251 (November 1985),https://www.sciencedirect.com/science/article/pii/0378720685900588,Power: A critical systems development factor
"Volume 9, Issue 4",Pages 201-251 (November 1985),https://www.sciencedirect.com/science/article/pii/037872068590059X,Decision support in a guaranteed student loan program: Design and implementation of a model-based system
"Volume 9, Issue 4",Pages 201-251 (November 1985),https://www.sciencedirect.com/science/article/pii/0378720685900606,Social security administration's computer equipment procurement : Report by the comptroller general of the USA
"Volume 9, Issue 4",Pages 201-251 (November 1985),https://www.sciencedirect.com/science/article/pii/0378720685900618,OASI conference and workshop for office professionals
"Volume 9, Issue 4",Pages 201-251 (November 1985),https://www.sciencedirect.com/science/article/pii/037872068590062X,Calendar
"Volume 9, Issue 3",Pages 129-200 (October 1985),https://www.sciencedirect.com/science/article/pii/0378720685900096,Introducing microcomputers to managers in the people's Republic of China
"Volume 9, Issue 3",Pages 129-200 (October 1985),https://www.sciencedirect.com/science/article/pii/0378720685900102,Impact of design methods on decision support systems success: An empirical assessment
"Volume 9, Issue 3",Pages 129-200 (October 1985),https://www.sciencedirect.com/science/article/pii/0378720685900114,Information systems research centers: An initial survey
"Volume 9, Issue 3",Pages 129-200 (October 1985),https://www.sciencedirect.com/science/article/pii/0378720685900126,Developing an intervention strategy to promote enhanced public service performance by agent institutions
"Volume 9, Issue 3",Pages 129-200 (October 1985),https://www.sciencedirect.com/science/article/pii/0378720685900138,Research methods in information systems
"Volume 9, Issue 3",Pages 129-200 (October 1985),https://www.sciencedirect.com/science/article/pii/037872068590014X,ACM symposium on principles of database systems
"Volume 9, Issue 3",Pages 129-200 (October 1985),https://www.sciencedirect.com/science/article/pii/0378720685900151,Calendar
"Volume 9, Issue 2",Pages 67-128 (September 1985),https://www.sciencedirect.com/science/article/pii/037872068590028X,"Perceptions of equity, job satisfaction, and intention to quit among data processing personnel"
"Volume 9, Issue 2",Pages 67-128 (September 1985),https://www.sciencedirect.com/science/article/pii/0378720685900291,"An empirical study of occupational stress, attitudes and health among information systems personnel"
"Volume 9, Issue 2",Pages 67-128 (September 1985),https://www.sciencedirect.com/science/article/pii/0378720685900308,A laboratory study of user characteristics and decision-making performance in end-user computing
"Volume 9, Issue 2",Pages 67-128 (September 1985),https://www.sciencedirect.com/science/article/pii/037872068590031X,Videotex: Anatomy of a failure
"Volume 9, Issue 2",Pages 67-128 (September 1985),https://www.sciencedirect.com/science/article/pii/0378720685900321,"Managers, micros and mainframes"
"Volume 9, Issue 2",Pages 67-128 (September 1985),https://www.sciencedirect.com/science/article/pii/0378720685900333,Calendar
"Volume 9, Issue 2",Pages 67-128 (September 1985),https://www.sciencedirect.com/science/article/pii/0378720685900345,"First international conference on economics and artificial intelligence : September 2–4, 1986 Aix-en-Provence, France"
"Volume 9, Issue 1",Pages 1-67 (August 1985),https://www.sciencedirect.com/science/article/pii/0378720685900217,Editorial Board
"Volume 9, Issue 1",Pages 1-67 (August 1985),https://www.sciencedirect.com/science/article/pii/0378720685900229,A survey of data processing steering committees
"Volume 9, Issue 1",Pages 1-67 (August 1985),https://www.sciencedirect.com/science/article/pii/0378720685900230,Accounting and billing software and user reactions: An interactive diagnostic audit trail
"Volume 9, Issue 1",Pages 1-67 (August 1985),https://www.sciencedirect.com/science/article/pii/0378720685900242,The nature of inter-phase relationships in application system development
"Volume 9, Issue 1",Pages 1-67 (August 1985),https://www.sciencedirect.com/science/article/pii/0378720685900254,Model management in organizations
"Volume 9, Issue 1",Pages 1-67 (August 1985),https://www.sciencedirect.com/science/article/pii/0378720685900266,1985 ACM-SIGMOD international conference on management of data
"Volume 9, Issue 1",Pages 1-67 (August 1985),https://www.sciencedirect.com/science/article/pii/0378720685900278,Calendar
"Volume 8, Issue 5",Pages 237-290 (May 1985),https://www.sciencedirect.com/science/article/pii/0378720685900011,NEGO — Group decision support system
"Volume 8, Issue 5",Pages 237-290 (May 1985),https://www.sciencedirect.com/science/article/pii/0378720685900023,Systems analysis in a complex environment: An interactive educational approach
"Volume 8, Issue 5",Pages 237-290 (May 1985),https://www.sciencedirect.com/science/article/pii/0378720685900035,Managing the microcomputer movement on campus
"Volume 8, Issue 5",Pages 237-290 (May 1985),https://www.sciencedirect.com/science/article/pii/0378720685900047,An IS∗ case: The closed loop scenario
"Volume 8, Issue 5",Pages 237-290 (May 1985),https://www.sciencedirect.com/science/article/pii/0378720685900059,The seventh annual international conference on information management
"Volume 8, Issue 5",Pages 237-290 (May 1985),https://www.sciencedirect.com/science/article/pii/0378720685900060,Calendar
"Volume 8, Issue 5",Pages 237-290 (May 1985),https://www.sciencedirect.com/science/article/pii/0378720685900072,Subject index to volume 8
"Volume 8, Issue 5",Pages 237-290 (May 1985),https://www.sciencedirect.com/science/article/pii/0378720685900084,Authors index to volume 8
"Volume 8, Issue 4",Pages 197-236 (April 1985),https://www.sciencedirect.com/science/article/pii/0378720685900163,Using database machines in embedded computer systems
"Volume 8, Issue 4",Pages 197-236 (April 1985),https://www.sciencedirect.com/science/article/pii/0378720685900175,An examination of decision-makers' utilization of decision support system output
"Volume 8, Issue 4",Pages 197-236 (April 1985),https://www.sciencedirect.com/science/article/pii/0378720685900187,Executive workstations: Issues and requirements
"Volume 8, Issue 4",Pages 197-236 (April 1985),https://www.sciencedirect.com/science/article/pii/0378720685900199,Documenting information systems for management: A key to maintaining user satisfaction
"Volume 8, Issue 4",Pages 197-236 (April 1985),https://www.sciencedirect.com/science/article/pii/0378720685900205,Calendar
"Volume 8, Issue 3",Pages 133-196 (March 1985),https://www.sciencedirect.com/science/article/pii/0378720685900436,Decision support for marketing research and corporate planning
"Volume 8, Issue 3",Pages 133-196 (March 1985),https://www.sciencedirect.com/science/article/pii/0378720685900448,Re-examining the proprietary software protection issue in the U.S.A. for the 1980s
"Volume 8, Issue 3",Pages 133-196 (March 1985),https://www.sciencedirect.com/science/article/pii/037872068590045X,Assessing the organizational climate for OA implementation
"Volume 8, Issue 3",Pages 133-196 (March 1985),https://www.sciencedirect.com/science/article/pii/0378720685900461,End-user computing: The MIS managers' perspective
"Volume 8, Issue 3",Pages 133-196 (March 1985),https://www.sciencedirect.com/science/article/pii/0378720685900473,Information systems colloquium at Harvard business school
"Volume 8, Issue 3",Pages 133-196 (March 1985),https://www.sciencedirect.com/science/article/pii/0378720685900485,Calendar
"Volume 8, Issue 2",Pages 75-132 (February 1985),https://www.sciencedirect.com/science/article/pii/0378720685900357,The evolving factory of the future: Integrating manufacturing and information systems
"Volume 8, Issue 2",Pages 75-132 (February 1985),https://www.sciencedirect.com/science/article/pii/0378720685900369,Problem-solving strategies for DSS design
"Volume 8, Issue 2",Pages 75-132 (February 1985),https://www.sciencedirect.com/science/article/pii/0378720685900370,An empirical study of users as application developers
"Volume 8, Issue 2",Pages 75-132 (February 1985),https://www.sciencedirect.com/science/article/pii/0378720685900382,Computer usage in developing countries: Case study Kuwait
"Volume 8, Issue 2",Pages 75-132 (February 1985),https://www.sciencedirect.com/science/article/pii/0378720685900394,Trends in office automation in local authorities — Kommunedata/IULA
"Volume 8, Issue 2",Pages 75-132 (February 1985),https://www.sciencedirect.com/science/article/pii/0378720685900400,European conference on information management — EUROCIM
"Volume 8, Issue 2",Pages 75-132 (February 1985),https://www.sciencedirect.com/science/article/pii/0378720685900412,"Effective information management : by Robert I. Tricker Published by Gower Publ. Comp. (Beaumont Executive Press, c/o The Technical Press), UK ISBN: 0-946065004, 204 pp, £5.95 (UK)"
"Volume 8, Issue 2",Pages 75-132 (February 1985),https://www.sciencedirect.com/science/article/pii/0378720685900424,Calendar
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900631,Editorial Board
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900643,Editorial
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900655,Mapping situations within a system development project
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900667,Decision support systems and expert systems: A comparison
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900679,Structured systems analysis using SPSL/SPSA
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900680,Investigating the buying process for the introduction of data processing in small and medium-sized firms
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900692,Research and development in information retrieval
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900709,1984 Office automation conference
"Volume 8, Issue 1",Pages 1-74 (January 1985),https://www.sciencedirect.com/science/article/pii/0378720685900710,Calendar
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900259,The evolution of intellectual technologies: Applying product life-cycle models to MIS implementation
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900260,Management applications of expert systems
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900272,Microcomputer selection process for organizational information management
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900284,A preliminary investigation of information systems team structures
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900296,Third British national conference on databases
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900302,Fourth international conference on information systems
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900314,Software validation
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900326,1983 Hong Kong computer conference: Towards the information society
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900338,Oxford Institute of Information Management
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/037872068490034X,Announcement
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900351,"The sixth international conference on information systems : December 16–18, 1985 Hyatt Regency - Indianapolis, Indiana, USA"
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900363,Calendar
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900375,Subject index to volume 7
"Volume 7, Issue 6",Pages 305-367 (December 1984),https://www.sciencedirect.com/science/article/pii/0378720684900387,Authors index to volume 7
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/037872068490048X,A synopsis of present day practices concerning decision support systems
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/0378720684900491,Productive capacity of a system for software development
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/0378720684900508,The evolution of a distributed processing network
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/037872068490051X,A survey of applications systems prototyping in industry
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/0378720684900521,New directions for database systems
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/0378720684900533,International information management congress
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/0378720684900545,Ergonomic and health aspects in modern offices
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/0378720684900557,Professional communications conference
"Volume 7, Issue 5",Pages 243-304 (October 1984),https://www.sciencedirect.com/science/article/pii/0378720684900569,Calendar
